,Class
3879,0
2676,1
3568,0
779,1
264,1
1,1
2231,1
2867,1
54,1
3727,0
3328,1
3132,1
3533,0
3913,0
50,1
117,1
263,1
1046,1
2227,1
3367,1
3483,1
911,1
113,1
556,1
575,1
2983,1
2596,1
3016,1
2019,1
770,1
1038,1
1043,1
1442,1
1606,1
1607,1
1652,1
1685,1
1844,1
1847,1
1863,1
1970,1
1971,1
1973,1
1994,1
1995,1
2305,1
2308,1
2385,1
2402,1
3236,1
2424,1
244,1
2053,1
729,1
1215,1
2478,1
1409,1
2000,1
1100,1
1506,1
1208,1
1252,1
3091,1
1778,1
3563,0
3606,0
2767,1
2911,1
3503,0
3487,0
3497,0
2673,1
1288,1
791,1
804,1
2349,1
3131,1
1287,1
22,1
3300,1
262,1
3878,0
545,1
1163,1
2552,1
108,1
1783,1
3065,1
2351,1
51,1
198,1
419,1
803,1
1161,1
1357,1
2734,1
2761,1
3066,1
3284,1
3416,1
1299,1
3477,1
186,1
2319,1
2365,1
762,1
1115,1
1410,1
3679,0
1008,1
110,1
622,1
861,1
1324,1
2859,1
2884,1
2760,1
2690,1
157,1
1224,1
1050,1
1925,1
976,1
2943,1
460,1
492,1
2848,1
120,1
600,1
227,1
1240,1
1674,1
1898,1
3610,0
2437,1
3499,0
2083,1
2577,1
3474,1
503,1
660,1
201,1
596,1
3206,1
2096,1
3220,1
1957,1
2396,1
3427,1
809,1
1156,1
1237,1
3039,1
3093,1
3389,1
650,1
1184,1
1277,1
3575,0
3814,0
3817,0
3819,0
3663,0
2879,1
3542,0
3551,0
430,1
2561,1
3782,0
3848,0
3515,0
1398,1
1484,1
1680,1
3127,1
2905,1
1865,1
2330,1
2842,1
2211,1
3194,1
3208,1
1883,1
3600,0
3636,0
3664,0
3705,0
752,1
1064,1
1305,1
1354,1
723,1
1135,1
646,1
1528,1
2736,1
2827,1
1474,1
1998,1
2134,1
3622,0
3722,0
3742,0
99,1
2177,1
325,1
2808,1
3864,0
2791,1
1325,1
1328,1
1780,1
1917,1
2143,1
2903,1
833,1
1148,1
1039,1
677,1
1459,1
1142,1
1896,1
3140,1
3234,1
3295,1
3364,1
1585,1
1776,1
3703,0
1399,1
480,1
623,1
880,1
1340,1
2056,1
15,1
1740,1
3176,1
172,1
13,1
1134,1
2353,1
1956,1
1566,1
3010,1
3141,1
3235,1
3266,1
4,1
616,1
686,1
1112,1
1166,1
2562,1
735,1
2927,1
1098,1
206,1
2302,1
423,1
46,1
984,1
3781,0
3821,0
3822,0
402,1
2147,1
3548,0
3559,0
2626,1
1002,1
2582,1
1405,1
1661,1
1689,1
1781,1
2108,1
2239,1
2429,1
2754,1
3614,0
3615,0
960,1
2987,1
3156,1
3157,1
3183,1
2629,1
1327,1
2181,1
2634,1
2829,1
2812,1
3847,0
636,1
3543,0
3552,0
1916,1
2060,1
2106,1
2574,1
2675,1
1565,1
2645,1
2533,1
2557,1
1095,1
685,1
2484,1
2939,1
301,1
693,1
927,1
1870,1
3933,0
2240,1
1117,1
2057,1
3160,1
1222,1
1997,1
878,1
3755,0
3756,0
3700,0
89,1
2864,1
2315,1
3290,1
3305,1
3639,0
1952,1
3693,0
180,1
840,1
3166,1
3447,1
498,1
945,1
899,1
3671,0
205,1
3223,1
399,1
658,1
2246,1
3377,1
1133,1
995,1
669,1
684,1
761,1
1949,1
3749,0
3605,0
3125,1
1548,1
875,1
3165,1
278,1
672,1
3425,1
3779,0
1266,1
3623,0
3733,0
3734,0
3048,1
603,1
2694,1
3288,1
1552,1
826,1
1508,1
1758,1
2753,1
1792,1
3713,0
254,1
226,1
2283,1
2976,1
3340,1
3521,0
3522,0
2883,1
3013,1
178,1
3058,1
2089,1
2677,1
2461,1
309,1
3330,1
531,1
1158,1
915,1
1996,1
670,1
3494,0
422,1
343,1
814,1
2276,1
2727,1
228,1
2193,1
428,1
2152,1
3429,1
2975,1
530,1
3376,1
2458,1
517,1
3146,1
2245,1
3488,0
3226,1
3406,1
2836,1
208,1
357,1
1099,1
1877,1
1938,1
1953,1
1962,1
2030,1
2151,1
2190,1
2248,1
2313,1
2672,1
3155,1
3219,1
3642,0
3735,0
1065,1
1473,1
1879,1
750,1
1866,1
1251,1
2511,1
2799,1
2825,1
1028,1
1029,1
1464,1
1538,1
1819,1
2989,1
3446,1
3669,0
3788,0
2920,1
3775,0
3594,0
3709,0
1103,1
324,1
2466,1
3248,1
420,1
2333,1
2573,1
3068,1
3285,1
2774,1
2405,1
2073,1
2652,1
196,1
3381,1
879,1
2460,1
961,1
1128,1
1559,1
1756,1
1789,1
2020,1
2157,1
2159,1
2770,1
2988,1
2997,1
3271,1
2973,1
3535,0
3881,0
3456,1
354,1
491,1
1177,1
3315,1
3345,1
1885,1
2343,1
3329,1
1643,1
2316,1
3047,1
3596,0
3617,0
3464,1
2171,1
570,1
1196,1
1286,1
2876,1
2998,1
3476,1
2052,1
3850,0
3907,0
586,1
2372,1
366,1
1450,1
2665,1
2712,1
1846,1
1811,1
400,1
274,1
1754,1
2539,1
1961,1
1670,1
3451,1
165,1
185,1
928,1
2194,1
2427,1
549,1
760,1
47,1
784,1
1454,1
780,1
11,1
2501,1
2502,1
2037,1
24,1
2711,1
3778,0
3737,0
647,1
2146,1
3504,0
3505,0
3506,0
3803,0
3757,0
1449,1
2121,1
1491,1
1267,1
841,1
1232,1
1243,1
1353,1
1371,1
1550,1
1568,1
1942,1
1944,1
1955,1
1999,1
2076,1
2275,1
3191,1
1634,1
2352,1
1937,1
3744,0
1057,1
3853,0
560,1
1145,1
3570,0
3811,0
3812,0
3813,0
2205,1
2733,1
2950,1
1223,1
3885,0
3924,0
1741,1
3597,0
1613,1
3694,0
3375,1
2123,1
3442,1
1104,1
2639,1
3876,0
3877,0
2312,1
2389,1
2569,1
2984,1
3263,1
1154,1
2128,1
2129,1
2637,1
3309,1
535,1
1292,1
2325,1
617,1
2512,1
1553,1
302,1
259,1
1483,1
3354,1
1979,1
2191,1
184,1
663,1
3584,0
3711,0
1412,1
361,1
964,1
1235,1
2548,1
2683,1
2763,1
2521,1
1131,1
26,1
3942,0
68,1
160,1
523,1
563,1
1080,1
2682,1
3214,1
243,1
610,1
3785,0
2323,1
1422,1
963,1
3195,1
2145,1
1633,1
2414,1
97,1
2856,1
1934,1
55,1
247,1
578,1
318,1
823,1
1230,1
1825,1
3275,1
3834,0
1579,1
3106,1
3015,1
1696,1
1168,1
2744,1
1503,1
2951,1
2011,1
2203,1
2507,1
2554,1
2587,1
2707,1
3687,0
2097,1
818,1
1457,1
1011,1
3080,1
2578,1
150,1
1427,1
1774,1
2156,1
2797,1
2631,1
2625,1
2664,1
2926,1
524,1
3359,1
3094,1
2093,1
1455,1
74,1
5,1
1217,1
40,1
3188,1
1445,1
2785,1
367,1
290,1
914,1
1794,1
360,1
824,1
850,1
3053,1
2572,1
1337,1
45,1
1504,1
1664,1
1826,1
2226,1
112,1
395,1
501,1
923,1
1157,1
2567,1
3197,1
1359,1
3455,1
2628,1
195,1
1462,1
476,1
1209,1
2242,1
2430,1
3484,1
37,1
3849,0
2021,1
3602,0
1062,1
2179,1
2457,1
1361,1
1574,1
1535,1
232,1
546,1
1165,1
3126,1
203,1
1426,1
785,1
299,1
802,1
1025,1
1472,1
2212,1
416,1
1479,1
1520,1
2945,1
979,1
2992,1
3677,0
169,1
170,1
1186,1
689,1
721,1
1983,1
1247,1
116,1
2614,1
256,1
1279,1
3161,1
442,1
2496,1
1478,1
3158,1
3884,0
421,1
2425,1
1831,1
3245,1
3680,0
805,1
3115,1
2048,1
845,1
982,1
1715,1
3343,1
2978,1
219,1
1549,1
1611,1
2102,1
2455,1
2706,1
2751,1
2793,1
817,1
3054,1
412,1
2465,1
2149,1
1124,1
555,1
3023,1
2015,1
2051,1
107,1
633,1
714,1
950,1
962,1
1395,1
2232,1
33,1
916,1
2912,1
2917,1
2919,1
3930,0
3941,0
3947,0
323,1
2671,1
1433,1
308,1
3014,1
3313,1
1682,1
3347,1
3449,1
3618,0
241,1
458,1
3409,1
1419,1
1887,1
2009,1
1666,1
3851,0
1109,1
3187,1
615,1
912,1
3168,1
919,1
3087,1
2571,1
3910,0
1367,1
3537,0
3538,0
1569,1
2077,1
3022,1
3297,1
3298,1
3303,1
3472,1
3791,0
2373,1
2482,1
2806,1
464,1
29,1
1285,1
2225,1
2251,1
453,1
2115,1
2803,1
269,1
2464,1
1122,1
3630,0
3768,0
595,1
2327,1
2477,1
625,1
1360,1
2409,1
3225,1
1838,1
3092,1
3511,0
250,1
369,1
857,1
1044,1
1525,1
2880,1
1804,1
3286,1
1621,1
2650,1
2657,1
1475,1
3372,1
3040,1
3654,0
405,1
3024,1
642,1
700,1
1377,1
1421,1
3629,0
3747,0
3748,0
3750,0
3751,0
345,1
1272,1
3241,1
86,1
2948,1
1083,1
3666,0
609,1
3369,1
401,1
1402,1
2050,1
2588,1
955,1
3278,1
3452,1
655,1
847,1
1228,1
1499,1
1560,1
765,1
1248,1
653,1
1178,1
1229,1
240,1
1205,1
1231,1
1732,1
1749,1
1805,1
2059,1
2135,1
2214,1
3124,1
588,1
3064,1
3770,0
2041,1
2131,1
1753,1
382,1
1194,1
2523,1
194,1
1070,1
377,1
1958,1
348,1
1005,1
1263,1
1447,1
2476,1
2972,1
3251,1
152,1
1219,1
2439,1
2550,1
2580,1
2723,1
2807,1
2834,1
500,1
1306,1
1289,1
3120,1
1329,1
2746,1
2953,1
3790,0
3892,0
3051,1
2850,1
2094,1
2202,1
2244,1
3586,0
3587,0
3589,0
3673,0
3674,0
3762,0
3374,1
2218,1
92,1
225,1
434,1
3075,1
2925,1
1603,1
3905,0
3906,0
279,1
2453,1
639,1
191,1
229,1
379,1
759,1
940,1
1155,1
1280,1
64,1
71,1
1007,1
738,1
3798,0
212,1
905,1
1171,1
3282,1
495,1
1912,1
1929,1
2369,1
2441,1
3554,0
3555,0
3557,0
3558,0
652,1
1572,1
3760,0
1446,1
1032,1
2847,1
2860,1
1204,1
1355,1
3401,1
2034,1
2340,1
2517,1
2551,1
2575,1
16,1
624,1
2479,1
3866,0
3867,0
3872,0
3902,0
1888,1
235,1
525,1
699,1
1304,1
1513,1
1641,1
1646,1
1676,1
3041,1
3293,1
2756,1
111,1
548,1
2124,1
2354,1
2583,1
3032,1
3038,1
676,1
67,1
2700,1
2947,1
3616,0
3841,0
3888,0
3897,0
3938,0
3944,0
3948,0
3949,0
755,1
1716,1
3745,0
1763,1
786,1
3382,1
2606,1
3368,1
2759,1
1556,1
2558,1
771,1
1424,1
43,1
3640,0
1658,1
1719,1
1871,1
1152,1
44,1
1151,1
694,1
1532,1
3135,1
1507,1
1694,1
2153,1
2655,1
2174,1
3591,0
1632,1
1678,1
877,1
558,1
1167,1
2488,1
1199,1
2197,1
2086,1
2269,1
3844,0
749,1
1799,1
349,1
1384,1
342,1
211,1
2291,1
641,1
1035,1
1049,1
598,1
1748,1
2140,1
1312,1
3379,1
2388,1
884,1
3463,1
3574,0
3579,0
3697,0
304,1
3322,1
2012,1
3273,1
3513,0
1814,1
3274,1
2068,1
1855,1
2223,1
3034,1
895,1
2979,1
2996,1
451,1
1686,1
2633,1
2780,1
865,1
1059,1
707,1
2432,1
3265,1
2616,1
81,1
139,1
2175,1
3182,1
3530,0
3531,0
3532,0
3583,0
1967,1
127,1
267,1
538,1
656,1
744,1
835,1
903,1
931,1
1283,1
1699,1
1788,1
1793,1
2412,1
2886,1
2929,1
3572,0
2444,1
283,1
2045,1
2249,1
2350,1
1993,1
1448,1
1852,1
1984,1
2393,1
2398,1
2593,1
2779,1
1061,1
2743,1
1965,1
2195,1
3113,1
2738,1
1333,1
102,1
237,1
245,1
368,1
461,1
522,1
532,1
539,1
838,1
849,1
853,1
889,1
890,1
967,1
1015,1
1047,1
1079,1
1141,1
1187,1
1338,1
1415,1
1493,1
1494,1
1547,1
1571,1
1581,1
1647,1
1691,1
1747,1
1761,1
1775,1
1823,1
1892,1
1919,1
1927,1
1966,1
2112,1
2185,1
2215,1
2219,1
2298,1
3000,1
3031,1
3353,1
2525,1
213,1
3001,1
62,1
1160,1
710,1
2698,1
645,1
394,1
392,1
918,1
1975,1
1751,1
437,1
743,1
440,1
3063,1
3335,1
3837,0
2618,1
2576,1
2892,1
1162,1
3341,1
866,1
2514,1
1677,1
1042,1
3917,0
239,1
948,1
819,1
893,1
1530,1
3891,0
3894,0
1316,1
131,1
1620,1
2136,1
2594,1
3247,1
119,1
602,1
631,1
2116,1
2597,1
1837,1
1791,1
2994,1
2680,1
2980,1
2314,1
526,1
929,1
3829,0
1467,1
3103,1
3898,0
937,1
316,1
450,1
1816,1
3030,1
3078,1
3441,1
2055,1
499,1
183,1
425,1
832,1
925,1
933,1
2605,1
1626,1
1545,1
3643,0
3880,0
3439,1
821,1
888,1
1121,1
1372,1
1820,1
3649,0
1339,1
920,1
1594,1
1818,1
3164,1
2400,1
2659,1
2661,1
2667,1
727,1
904,1
921,1
3114,1
1027,1
1861,1
800,1
2752,1
2826,1
320,1
335,1
415,1
53,1
463,1
614,1
815,1
943,1
1768,1
3185,1
552,1
2216,1
3396,1
3883,0
1022,1
1023,1
448,1
894,1
3142,1
3229,1
965,1
3212,1
3357,1
775,1
2833,1
249,1
1197,1
2702,1
326,1
1688,1
3418,1
704,1
3797,0
151,1
3172,1
2696,1
745,1
1250,1
2207,1
2208,1
2844,1
1139,1
1950,1
2294,1
2418,1
2765,1
1374,1
2119,1
2162,1
2821,1
728,1
2497,1
3699,0
864,1
1356,1
1443,1
1657,1
1665,1
1981,1
2493,1
2699,1
2199,1
1922,1
79,1
397,1
490,1
958,1
1127,1
1348,1
1394,1
1707,1
3035,1
3431,1
384,1
1739,1
1352,1
2473,1
2091,1
2717,1
3231,1
215,1
1216,1
2456,1
207,1
2375,1
3799,0
2534,1
3049,1
371,1
3179,1
3184,1
403,1
1310,1
438,1
3217,1
983,1
3601,0
2553,1
2428,1
2492,1
2852,1
251,1
3006,1
3833,0
1081,1
1102,1
1179,1
266,1
270,1
1203,1
583,1
3169,1
2792,1
159,1
619,1
1628,1
1743,1
3916,0
132,1
881,1
106,1
1416,1
3607,0
3708,0
1721,1
1496,1
1551,1
3256,1
3432,1
3794,0
233,1
1584,1
3167,1
1460,1
2434,1
1521,1
1577,1
424,1
3545,0
1939,1
1480,1
2749,1
1118,1
1129,1
1332,1
1872,1
2183,1
2621,1
19,1
3134,1
996,1
1211,1
1404,1
1408,1
1413,1
1610,1
1832,1
2641,1
3388,1
3276,1
3360,1
2817,1
2540,1
2320,1
1964,1
1191,1
1400,1
1815,1
84,1
1463,1
319,1
825,1
3209,1
3828,0
1334,1
1085,1
952,1
732,1
1519,1
2139,1
2170,1
2499,1
3308,1
3659,0
3895,0
1915,1
1468,1
793,1
812,1
2366,1
3380,1
296,1
2895,1
2868,1
104,1
174,1
740,1
1014,1
1630,1
1637,1
2874,1
1812,1
2188,1
1123,1
472,1
429,1
766,1
956,1
2078,1
220,1
2252,1
2137,1
2168,1
2494,1
3100,1
2228,1
1644,1
2869,1
329,1
769,1
2138,1
580,1
581,1
782,1
1045,1
3243,1
1913,1
1828,1
90,1
291,1
293,1
2995,1
3250,1
3423,1
2544,1
3154,1
3746,0
886,1
3348,1
3796,0
1736,1
3086,1
2417,1
3291,1
830,1
2489,1
273,1
798,1
1931,1
3434,1
433,1
1779,1
698,1
1673,1
193,1
261,1
637,1
666,1
801,1
953,1
1239,1
512,1
3352,1
1242,1
2822,1
2910,1
3830,0
1987,1
197,1
3943,0
3831,0
2831,1
1218,1
3149,1
77,1
2133,1
3083,1
3571,0
3904,0
3919,0
668,1
3690,0
3736,0
1246,1
2422,1
2026,1
2872,1
2924,1
3492,0
1755,1
557,1
162,1
1411,1
1745,1
3070,1
3342,1
1234,1
2815,1
2891,1
2395,1
2468,1
2888,1
2802,1
696,1
1220,1
1510,1
3440,1
1315,1
574,1
2579,1
3009,1
3334,1
2260,1
2049,1
966,1
0,1
974,1
3783,0
3914,0
2687,1
2067,1
1524,1
1441,1
2658,1
1713,1
1817,1
571,1
2642,1
3926,0
3232,1
1659,1
3130,1
3349,1
391,1
3672,0
138,1
2169,1
741,1
985,1
1868,1
2436,1
2510,1
2556,1
3611,0
1627,1
3845,0
1746,1
2406,1
2595,1
2334,1
2336,1
2337,1
3771,0
3869,0
1517,1
2604,1
553,1
1403,1
3287,1
3498,0
3567,0
3306,1
709,1
3613,0
1489,1
2265,1
277,1
350,1
1543,1
3107,1
994,1
3846,0
2705,1
2715,1
2845,1
2915,1
2303,1
597,1
999,1
971,1
1465,1
1930,1
724,1
2229,1
27,1
2519,1
537,1
3784,0
3786,0
3839,0
3085,1
1126,1
1298,1
1695,1
3780,0
2805,1
2062,1
435,1
1063,1
907,1
2810,1
1130,1
1378,1
248,1
1290,1
2426,1
3326,1
2295,1
1537,1
1859,1
2570,1
562,1
3122,1
2380,1
1273,1
1067,1
3725,0
1241,1
2854,1
2144,1
3050,1
3903,0
3404,1
3832,0
1710,1
36,1
2938,1
3408,1
2839,1
1731,1
1048,1
1072,1
300,1
1297,1
938,1
772,1
1153,1
1597,1
1718,1
2100,1
2277,1
1105,1
2697,1
1068,1
1808,1
1920,1
3007,1
661,1
1293,1
592,1
1323,1
34,1
164,1
748,1
489,1
1295,1
2851,1
1096,1
1051,1
1393,1
1034,1
3123,1
734,1
2967,1
3710,0
161,1
2040,1
3294,1
3887,0
3896,0
3398,1
2399,1
944,1
3603,0
3707,0
1880,1
3793,0
3918,0
168,1
1570,1
1800,1
3042,1
1136,1
3268,1
3373,1
1236,1
176,1
1296,1
1752,1
1575,1
783,1
2778,1
1617,1
2898,1
2709,1
1261,1
3854,0
1093,1
1725,1
2364,1
1638,1
1595,1
1596,1
313,1
541,1
993,1
505,1
486,1
799,1
1854,1
3460,1
3491,0
3493,0
3500,0
3501,0
3510,0
3514,0
2796,1
1767,1
1777,1
3582,0
3698,0
810,1
1558,1
2679,1
2865,1
14,1
487,1
1358,1
3020,1
3029,1
3072,1
3088,1
1317,1
56,1
129,1
797,1
946,1
1294,1
1350,1
1088,1
1387,1
2348,1
2356,1
2410,1
2882,1
2450,1
1116,1
1364,1
409,1
519,1
2273,1
1801,1
3465,1
414,1
3060,1
3911,0
140,1
288,1
2960,1
635,1
2649,1
1003,1
1456,1
3253,1
1827,1
2877,1
2946,1
3280,1
3647,0
1947,1
1420,1
688,1
972,1
1417,1
443,1
470,1
848,1
1193,1
1383,1
1893,1
1895,1
2255,1
2522,1
2589,1
2728,1
2965,1
1884,1
2719,1
1806,1
2896,1
52,1
1458,1
3076,1
605,1
171,1
3314,1
2070,1
2120,1
3741,0
2266,1
2518,1
1113,1
1114,1
2816,1
297,1
359,1
3792,0
2293,1
2814,1
449,1
680,1
3018,1
2897,1
594,1
613,1
91,1
2527,1
540,1
2446,1
2317,1
242,1
1214,1
1257,1
1262,1
2505,1
2506,1
3485,0
3242,1
2549,1
365,1
2018,1
1839,1
122,1
3507,0
781,1
1639,1
493,1
41,1
327,1
3478,1
20,1
3444,1
2280,1
3842,0
634,1
1679,1
1326,1
265,1
478,1
3489,0
3351,1
3400,1
1926,1
725,1
2074,1
260,1
98,1
1431,1
2419,1
3549,0
1573,1
378,1
872,1
2236,1
3152,1
1869,1
3213,1
3240,1
3254,1
733,1
751,1
1385,1
3199,1
363,1
1009,1
3246,1
2622,1
3153,1
355,1
3201,1
1906,1
1451,1
2046,1
2906,1
1873,1
2545,1
2619,1
2722,1
2758,1
2800,1
190,1
3528,0
3621,0
620,1
2,1
986,1
1017,1
1271,1
1856,1
1857,1
2118,1
2221,1
2289,1
2397,1
2656,1
153,1
57,1
58,1
65,1
3319,1
820,1
3422,1
1188,1
3468,1
3801,0
2010,1
2101,1
2200,1
3180,1
3461,1
85,1
3178,1
75,1
1026,1
3518,0
2610,1
3939,0
612,1
2495,1
1037,1
1684,1
3526,0
3386,1
179,1
1782,1
3412,1
2823,1
1675,1
2745,1
2158,1
3407,1
287,1
386,1
722,1
1899,1
2233,1
2297,1
2662,1
3392,1
891,1
2498,1
2090,1
550,1
1210,1
2601,1
1529,1
1960,1
2006,1
2256,1
3399,1
1903,1
3634,0
1523,1
1527,1
2474,1
2198,1
466,1
3395,1
731,1
2268,1
3056,1
1308,1
202,1
1249,1
1605,1
1845,1
3852,0
3378,1
2472,1
2449,1
1988,1
3453,1
520,1
1024,1
1505,1
1921,1
3148,1
1198,1
2014,1
2454,1
2568,1
1314,1
3467,1
1705,1
3262,1
640,1
294,1
2949,1
3937,0
3754,0
388,1
947,1
1629,1
2535,1
3321,1
3413,1
314,1
3934,0
3824,0
3825,0
1890,1
2689,1
2710,1
3608,0
142,1
1302,1
3419,1
590,1
716,1
2259,1
1346,1
1320,1
1728,1
2647,1
70,1
2928,1
2452,1
100,1
1092,1
1341,1
1954,1
2192,1
2543,1
2122,1
909,1
2003,1
2004,1
2358,1
2485,1
2503,1
2635,1
144,1
181,1
2254,1
2693,1
2716,1
675,1
1094,1
3731,0
3732,0
3769,0
1849,1
726,1
2304,1
204,1
494,1
2032,1
3650,0
1238,1
758,1
1173,1
1485,1
2318,1
2339,1
3202,1
1765,1
973,1
868,1
1515,1
3743,0
3752,0
852,1
109,1
115,1
2504,1
18,1
2413,1
2801,1
1101,1
3281,1
1137,1
3036,1
3139,1
3108,1
511,1
1164,1
1182,1
2520,1
3436,1
3071,1
876,1
3026,1
695,1
2072,1
3044,1
2270,1
2623,1
2866,1
3858,0
136,1
3211,1
2907,1
3592,0
2080,1
2500,1
3758,0
2590,1
2459,1
3714,0
3715,0
1180,1
2017,1
3311,1
2224,1
1618,1
2977,1
1848,1
3258,1
3632,0
2762,1
2065,1
238,1
860,1
1169,1
1347,1
1490,1
2654,1
2347,1
2438,1
344,1
887,1
2161,1
2463,1
481,1
1536,1
607,1
436,1
3932,0
692,1
2127,1
376,1
2044,1
1097,1
2182,1
2720,1
2935,1
2390,1
599,1
3200,1
2608,1
3057,1
508,1
2274,1
3371,1
2934,1
924,1
3224,1
3402,1
3433,1
2411,1
1914,1
2403,1
2863,1
3027,1
2900,1
3098,1
1924,1
3011,1
1681,1
2941,1
720,1
3604,0
1809,1
1853,1
76,1
2954,1
465,1
3394,1
2529,1
1933,1
2290,1
2611,1
123,1
754,1
1786,1
2813,1
1881,1
3270,1
3935,0
2376,1
2538,1
2644,1
2798,1
2841,1
2870,1
2922,1
712,1
3244,1
396,1
992,1
1555,1
2271,1
2990,1
3417,1
874,1
1533,1
2536,1
473,1
513,1
1201,1
163,1
1303,1
2039,1
867,1
1760,1
2063,1
892,1
3008,1
1602,1
851,1
1654,1
1591,1
42,1
330,1
331,1
569,1
776,1
987,1
989,1
1435,1
1616,1
1841,1
2204,1
2648,1
3028,1
3414,1
2084,1
1640,1
1176,1
1807,1
1407,1
2355,1
1429,1
529,1
1886,1
3358,1
856,1
1335,1
2176,1
2508,1
2646,1
3624,0
3625,0
373,1
455,1
3856,0
295,1
3350,1
1723,1
2234,1
2433,1
1370,1
1309,1
507,1
565,1
3704,0
3356,1
410,1
3104,1
3227,1
1614,1
703,1
2431,1
2735,1
2764,1
2887,1
439,1
674,1
1733,1
3726,0
3203,1
3215,1
3633,0
957,1
2125,1
12,1
2105,1
1609,1
1418,1
2592,1
1119,1
2384,1
2394,1
3662,0
587,1
3712,0
154,1
1282,1
2739,1
268,1
3021,1
589,1
2942,1
312,1
1233,1
1656,1
566,1
149,1
1980,1
1432,1
2846,1
3556,0
17,1
2109,1
1270,1
1671,1
3339,1
718,1
2624,1
2023,1
808,1
3458,1
2033,1
59,1
643,1
981,1
1259,1
253,1
601,1
1291,1
1546,1
3033,1
1821,1
3928,0
1071,1
774,1
1935,1
2542,1
3171,1
3338,1
3810,0
1580,1
468,1
3074,1
3299,1
60,1
629,1
1275,1
2107,1
3090,1
3101,1
3144,1
3162,1
3228,1
3325,1
2328,1
2442,1
408,1
632,1
1004,1
3333,1
1284,1
828,1
885,1
1183,1
2674,1
3192,1
3279,1
3764,0
289,1
298,1
1213,1
2830,1
3678,0
554,1
3873,0
2238,1
3159,1
3397,1
2061,1
2609,1
621,1
3925,0
2338,1
3661,0
1714,1
1757,1
2257,1
2285,1
1759,1
2237,1
3089,1
2713,1
1159,1
1720,1
3486,0
3496,0
1833,1
2331,1
2401,1
385,1
459,1
3462,1
1711,1
246,1
252,1
2509,1
2566,1
3435,1
1221,1
2087,1
3257,1
2811,1
